session_id,session_config_id,game_id,cpu_model,gpu_model,ram_gb,drive_type,laptop,resolution,graphics_preset,vsync,antialiasing,texture_quality,special_effects,npc_count,player_actions,background_process_count,label_target,tweak_affinity,tweak_game_mode,tweak_hags,tweak_low_timer_resolution,tweak_power_plan,tweak_priority,tweak_recording_off,tweak_registry_preset,tweak_service,mean_fps,fps_1pct,fps_0_1pct,mean_frametime,frametime_p95,cpu_util,gpu_util,vram_util,temperature
synthetic-00017-01,cfg-00017,cyberpunk_2077,AMD Ryzen 5 5600X,AMD RX 7800 XT,32,NVMe,1,2560x1440,high,off,taa,ultra,low,62,66,55,balanced,1,0,0,0,0,0,0,0,0,108.72,83.32,61.32,9.198,12.002,45.45,98.2,48.56,85.8
synthetic-00017-02,cfg-00017,cyberpunk_2077,AMD Ryzen 5 5600X,AMD RX 7800 XT,32,NVMe,1,2560x1440,high,off,taa,ultra,low,62,66,55,balanced,0,1,0,0,0,0,0,0,0,107.44,81.62,60.07,9.308,12.252,45.79,98.2,48.56,85.8
synthetic-00017-03,cfg-00017,cyberpunk_2077,AMD Ryzen 5 5600X,AMD RX 7800 XT,32,NVMe,1,2560x1440,high,off,taa,ultra,low,62,66,55,balanced,0,0,1,0,0,0,0,0,0,111.79,89.8,66.09,8.946,11.136,44.64,98.2,48.56,85.8
synthetic-00017-04,cfg-00017,cyberpunk_2077,AMD Ryzen 5 5600X,AMD RX 7800 XT,32,NVMe,1,2560x1440,high,off,taa,ultra,low,62,66,55,balanced,0,0,0,1,0,0,0,0,0,106.18,79.58,58.57,9.418,12.567,46.12,98.2,48.56,85.8
synthetic-00017-05,cfg-00017,cyberpunk_2077,AMD Ryzen 5 5600X,AMD RX 7800 XT,32,NVMe,1,2560x1440,high,off,taa,ultra,low,62,66,55,balanced,0,0,0,0,1,0,0,0,0,115.7,96.79,71.24,8.643,10.331,43.6,98.2,48.56,85.8
synthetic-00017-06,cfg-00017,cyberpunk_2077,AMD Ryzen 5 5600X,AMD RX 7800 XT,32,NVMe,1,2560x1440,high,off,taa,ultra,low,62,66,55,balanced,0,0,0,0,0,1,0,0,0,108.41,83.44,61.41,9.224,11.985,45.53,98.2,48.56,85.8
synthetic-00017-07,cfg-00017,cyberpunk_2077,AMD Ryzen 5 5600X,AMD RX 7800 XT,32,NVMe,1,2560x1440,high,off,taa,ultra,low,62,66,55,balanced,0,0,0,0,0,0,1,0,0,111.47,89.84,66.12,8.971,11.131,44.72,98.2,48.56,85.8
synthetic-00017-08,cfg-00017,cyberpunk_2077,AMD Ryzen 5 5600X,AMD RX 7800 XT,32,NVMe,1,2560x1440,high,off,taa,ultra,low,62,66,55,balanced,0,0,0,0,0,0,0,1,0,108.46,83.9,61.75,9.22,11.919,45.52,98.2,48.56,85.8
synthetic-00017-09,cfg-00017,cyberpunk_2077,AMD Ryzen 5 5600X,AMD RX 7800 XT,32,NVMe,1,2560x1440,high,off,taa,ultra,low,62,66,55,balanced,0,0,0,0,0,0,0,0,1,108.27,83.14,61.19,9.236,12.028,45.57,98.2,48.56,85.8
synthetic-00017-10,cfg-00017,cyberpunk_2077,AMD Ryzen 5 5600X,AMD RX 7800 XT,32,NVMe,1,2560x1440,high,off,taa,ultra,low,62,66,55,balanced,0,0,0,0,1,1,0,0,0,117.78,101.23,74.51,8.49,9.878,43.05,98.2,48.56,85.8
synthetic-00017-11,cfg-00017,cyberpunk_2077,AMD Ryzen 5 5600X,AMD RX 7800 XT,32,NVMe,1,2560x1440,high,off,taa,ultra,low,62,66,55,balanced,1,0,0,0,1,0,1,0,0,122.7,111.64,82.17,8.15,8.957,41.75,98.2,48.56,85.8
synthetic-00017-12,cfg-00017,cyberpunk_2077,AMD Ryzen 5 5600X,AMD RX 7800 XT,32,NVMe,1,2560x1440,high,off,taa,ultra,low,62,66,55,balanced,1,0,0,0,0,1,0,1,1,115.12,96.55,71.06,8.687,10.357,43.76,98.2,48.56,85.8
synthetic-00018-00,cfg-00018,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4070,16,SSD,0,1920x1080,high,off,taa,ultra,ultra,40,67,27,balanced,0,0,0,0,0,0,0,0,0,135.4,102.9,82.32,7.386,9.718,42.0,96.0,48.56,64.0
synthetic-00018-01,cfg-00018,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4070,16,SSD,0,1920x1080,high,off,taa,ultra,ultra,40,67,27,balanced,1,0,0,0,0,0,0,0,0,139.19,109.29,87.43,7.184,9.15,41.22,96.0,48.56,64.0
synthetic-00018-02,cfg-00018,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4070,16,SSD,0,1920x1080,high,off,taa,ultra,ultra,40,67,27,balanced,0,1,0,0,0,0,0,0,0,136.75,105.16,84.13,7.313,9.509,41.72,96.0,48.56,64.0
synthetic-00018-03,cfg-00018,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4070,16,SSD,0,1920x1080,high,off,taa,ultra,ultra,40,67,27,balanced,0,0,1,0,0,0,0,0,0,143.12,117.66,94.12,6.987,8.499,40.4,96.0,48.56,64.0
synthetic-00018-04,cfg-00018,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4070,16,SSD,0,1920x1080,high,off,taa,ultra,ultra,40,67,27,balanced,0,0,0,1,0,0,0,0,0,135.94,103.8,83.04,7.356,9.634,41.89,96.0,48.56,64.0
synthetic-00018-05,cfg-00018,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4070,16,SSD,0,1920x1080,high,off,taa,ultra,ultra,40,67,27,balanced,0,0,0,0,1,0,0,0,0,141.08,112.56,90.05,7.088,8.884,40.82,96.0,48.56,64.0
synthetic-00018-06,cfg-00018,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4070,16,SSD,0,1920x1080,high,off,taa,ultra,ultra,40,67,27,balanced,0,0,0,0,0,1,0,0,0,137.84,106.99,85.59,7.255,9.347,41.5,96.0,48.56,64.0
synthetic-00018-07,cfg-00018,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4070,16,SSD,0,1920x1080,high,off,taa,ultra,ultra,40,67,27,balanced,0,0,0,0,0,0,1,0,0,142.71,117.71,94.17,7.007,8.496,40.49,96.0,48.56,64.0
synthetic-00018-08,cfg-00018,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4070,16,SSD,0,1920x1080,high,off,taa,ultra,ultra,40,67,27,balanced,0,0,0,0,0,0,0,1,0,139.22,110.92,88.73,7.183,9.016,41.21,96.0,48.56,64.0
synthetic-00018-09,cfg-00018,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4070,16,SSD,0,1920x1080,high,off,taa,ultra,ultra,40,67,27,balanced,0,0,0,0,0,0,0,0,1,137.02,105.62,84.49,7.298,9.468,41.66,96.0,48.56,64.0
synthetic-00018-10,cfg-00018,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4070,16,SSD,0,1920x1080,high,off,taa,ultra,ultra,40,67,27,balanced,0,0,1,0,0,1,0,0,1,146.12,122.9,98.32,6.844,8.137,39.78,96.0,48.56,64.0
synthetic-00018-11,cfg-00018,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4070,16,SSD,0,1920x1080,high,off,taa,ultra,ultra,40,67,27,balanced,1,1,0,0,0,0,0,0,1,141.56,113.38,90.71,7.064,8.82,40.73,96.0,48.56,64.0
synthetic-00018-12,cfg-00018,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4070,16,SSD,0,1920x1080,high,off,taa,ultra,ultra,40,67,27,balanced,1,0,0,0,0,0,1,0,1,146.98,125.19,100.15,6.804,7.988,39.6,96.0,48.56,64.0
synthetic-00019-00,cfg-00019,fortnite,Intel Core i7-13700K,NVIDIA RTX 3060 Laptop,8,NVMe,1,1920x1080,medium,off,msaa_2x,ultra,low,56,61,55,max_fps,0,0,0,0,0,0,0,0,0,181.36,134.42,103.77,5.514,7.439,46.24,52.0,48.56,70.6
synthetic-00019-01,cfg-00019,fortnite,Intel Core i7-13700K,NVIDIA RTX 3060 Laptop,8,NVMe,1,1920x1080,medium,off,msaa_2x,ultra,low,56,61,55,max_fps,1,0,0,0,0,0,0,0,0,179.91,132.05,101.94,5.558,7.573,46.46,52.0,48.56,70.6
synthetic-00019-02,cfg-00019,fortnite,Intel Core i7-13700K,NVIDIA RTX 3060 Laptop,8,NVMe,1,1920x1080,medium,off,msaa_2x,ultra,low,56,61,55,max_fps,0,1,0,0,0,0,0,0,0,184.24,139.97,108.06,5.428,7.144,45.79,52.0,48.56,70.6
synthetic-00019-03,cfg-00019,fortnite,Intel Core i7-13700K,NVIDIA RTX 3060 Laptop,8,NVMe,1,1920x1080,medium,off,msaa_2x,ultra,low,56,61,55,max_fps,0,0,1,0,0,0,0,0,0,185.35,141.05,108.89,5.395,7.09,45.62,52.0,48.56,70.6
synthetic-00019-04,cfg-00019,fortnite,Intel Core i7-13700K,NVIDIA RTX 3060 Laptop,8,NVMe,1,1920x1080,medium,off,msaa_2x,ultra,low,56,61,55,max_fps,0,0,0,1,0,0,0,0,0,182.09,136.46,105.35,5.492,7.328,46.12,52.0,48.56,70.6
synthetic-00019-05,cfg-00019,fortnite,Intel Core i7-13700K,NVIDIA RTX 3060 Laptop,8,NVMe,1,1920x1080,medium,off,msaa_2x,ultra,low,56,61,55,max_fps,0,0,0,0,1,0,0,0,0,191.88,153.14,118.23,5.212,6.53,44.61,52.0,48.56,70.6
synthetic-00019-06,cfg-00019,fortnite,Intel Core i7-13700K,NVIDIA RTX 3060 Laptop,8,NVMe,1,1920x1080,medium,off,msaa_2x,ultra,low,56,61,55,max_fps,0,0,0,0,0,1,0,0,0,185.91,143.09,110.46,5.379,6.989,45.53,52.0,48.56,70.6
synthetic-00019-07,cfg-00019,fortnite,Intel Core i7-13700K,NVIDIA RTX 3060 Laptop,8,NVMe,1,1920x1080,medium,off,msaa_2x,ultra,low,56,61,55,max_fps,0,0,0,0,0,0,1,0,0,184.27,139.23,107.48,5.427,7.183,45.79,52.0,48.56,70.6
synthetic-00019-08,cfg-00019,fortnite,Intel Core i7-13700K,NVIDIA RTX 3060 Laptop,8,NVMe,1,1920x1080,medium,off,msaa_2x,ultra,low,56,61,55,max_fps,0,0,0,0,0,0,0,1,0,186.15,144.27,111.38,5.372,6.931,45.5,52.0,48.56,70.6
synthetic-00019-09,cfg-00019,fortnite,Intel Core i7-13700K,NVIDIA RTX 3060 Laptop,8,NVMe,1,1920x1080,medium,off,msaa_2x,ultra,low,56,61,55,max_fps,0,0,0,0,0,0,0,0,1,189.3,148.76,114.85,5.283,6.722,45.01,52.0,48.56,70.6
synthetic-00019-10,cfg-00019,fortnite,Intel Core i7-13700K,NVIDIA RTX 3060 Laptop,8,NVMe,1,1920x1080,medium,off,msaa_2x,ultra,low,56,61,55,max_fps,0,1,0,0,1,0,0,1,0,197.91,166.37,128.44,5.053,6.011,43.68,52.0,48.56,70.6
synthetic-00019-11,cfg-00019,fortnite,Intel Core i7-13700K,NVIDIA RTX 3060 Laptop,8,NVMe,1,1920x1080,medium,off,msaa_2x,ultra,low,56,61,55,max_fps,0,0,1,1,1,1,0,0,0,198.47,166.58,128.6,5.038,6.003,43.59,52.0,48.56,70.6
synthetic-00019-12,cfg-00019,fortnite,Intel Core i7-13700K,NVIDIA RTX 3060 Laptop,8,NVMe,1,1920x1080,medium,off,msaa_2x,ultra,low,56,61,55,max_fps,1,0,1,1,0,0,1,0,0,186.7,144.07,111.22,5.356,6.941,45.41,52.0,48.56,70.6
synthetic-00020-00,cfg-00020,cyberpunk_2077,Intel Core i7-12700H,NVIDIA RTX 3060 Laptop,8,HDD,1,1920x1080,low,off,msaa_4x,low,ultra,20,202,82,max_fps,0,0,0,0,0,0,0,0,0,70.91,50.76,37.36,14.102,19.701,51.95,96.0,44.56,85.8
synthetic-00020-01,cfg-00020,cyberpunk_2077,Intel Core i7-12700H,NVIDIA RTX 3060 Laptop,8,HDD,1,1920x1080,low,off,msaa_4x,low,ultra,20,202,82,max_fps,1,0,0,0,0,0,0,0,0,70.35,49.85,36.69,14.215,20.062,52.18,96.0,44.56,85.8
synthetic-00020-02,cfg-00020,cyberpunk_2077,Intel Core i7-12700H,NVIDIA RTX 3060 Laptop,8,HDD,1,1920x1080,low,off,msaa_4x,low,ultra,20,202,82,max_fps,0,1,0,0,0,0,0,0,0,72.6,54.25,39.93,13.773,18.434,51.29,96.0,44.56,85.8
synthetic-00020-03,cfg-00020,cyberpunk_2077,Intel Core i7-12700H,NVIDIA RTX 3060 Laptop,8,HDD,1,1920x1080,low,off,msaa_4x,low,ultra,20,202,82,max_fps,0,0,1,0,0,0,0,0,0,74.96,58.31,42.91,13.341,17.151,50.36,96.0,44.56,85.8
synthetic-00020-04,cfg-00020,cyberpunk_2077,Intel Core i7-12700H,NVIDIA RTX 3060 Laptop,8,HDD,1,1920x1080,low,off,msaa_4x,low,ultra,20,202,82,max_fps,0,0,0,1,0,0,0,0,0,71.2,52.0,38.27,14.045,19.232,51.84,96.0,44.56,85.8
synthetic-00020-05,cfg-00020,cyberpunk_2077,Intel Core i7-12700H,NVIDIA RTX 3060 Laptop,8,HDD,1,1920x1080,low,off,msaa_4x,low,ultra,20,202,82,max_fps,0,0,0,0,1,0,0,0,0,77.58,62.93,46.32,12.89,15.891,49.32,96.0,44.56,85.8
synthetic-00020-06,cfg-00020,cyberpunk_2077,Intel Core i7-12700H,NVIDIA RTX 3060 Laptop,8,HDD,1,1920x1080,low,off,msaa_4x,low,ultra,20,202,82,max_fps,0,0,0,0,0,1,0,0,0,73.37,55.82,41.08,13.63,17.915,50.98,96.0,44.56,85.8
synthetic-00020-07,cfg-00020,cyberpunk_2077,Intel Core i7-12700H,NVIDIA RTX 3060 Laptop,8,HDD,1,1920x1080,low,off,msaa_4x,low,ultra,20,202,82,max_fps,0,0,0,0,0,0,1,0,0,74.74,58.34,42.94,13.379,17.14,50.44,96.0,44.56,85.8
synthetic-00020-08,cfg-00020,cyberpunk_2077,Intel Core i7-12700H,NVIDIA RTX 3060 Laptop,8,HDD,1,1920x1080,low,off,msaa_4x,low,ultra,20,202,82,max_fps,0,0,0,0,0,0,0,1,0,72.72,54.41,40.04,13.751,18.38,51.24,96.0,44.56,85.8
synthetic-00020-09,cfg-00020,cyberpunk_2077,Intel Core i7-12700H,NVIDIA RTX 3060 Laptop,8,HDD,1,1920x1080,low,off,msaa_4x,low,ultra,20,202,82,max_fps,0,0,0,0,0,0,0,0,1,76.21,60.61,44.61,13.122,16.498,49.86,96.0,44.56,85.8
synthetic-00020-10,cfg-00020,cyberpunk_2077,Intel Core i7-12700H,NVIDIA RTX 3060 Laptop,8,HDD,1,1920x1080,low,off,msaa_4x,low,ultra,20,202,82,max_fps,0,0,0,0,1,0,0,1,1,83.44,75.48,55.55,11.984,13.249,47.01,96.0,44.56,85.8
synthetic-00020-11,cfg-00020,cyberpunk_2077,Intel Core i7-12700H,NVIDIA RTX 3060 Laptop,8,HDD,1,1920x1080,low,off,msaa_4x,low,ultra,20,202,82,max_fps,1,1,0,0,0,0,0,0,0,71.99,53.19,39.15,13.892,18.801,51.53,96.0,44.56,85.8
synthetic-00020-12,cfg-00020,cyberpunk_2077,Intel Core i7-12700H,NVIDIA RTX 3060 Laptop,8,HDD,1,1920x1080,low,off,msaa_4x,low,ultra,20,202,82,max_fps,0,0,1,0,1,0,0,0,0,81.14,70.28,51.73,12.324,14.228,47.92,96.0,44.56,85.8
synthetic-00021-00,cfg-00021,warzone,AMD Ryzen 7 5800X3D,NVIDIA GTX 1060 6GB,16,NVMe,1,1920x1080,high,off,taa,ultra,medium,156,152,61,balanced,0,0,0,0,0,0,0,0,0,75.05,55.2,40.63,13.325,18.116,47.51,96.0,48.56,85.8
synthetic-00021-01,cfg-00021,warzone,AMD Ryzen 7 5800X3D,NVIDIA GTX 1060 6GB,16,NVMe,1,1920x1080,high,off,taa,ultra,medium,156,152,61,balanced,1,0,0,0,0,0,0,0,0,75.8,56.43,41.54,13.193,17.72,47.23,96.0,48.56,85.8
synthetic-00021-02,cfg-00021,warzone,AMD Ryzen 7 5800X3D,NVIDIA GTX 1060 6GB,16,NVMe,1,1920x1080,high,off,taa,ultra,medium,156,152,61,balanced,0,1,0,0,0,0,0,0,0,76.37,57.81,42.55,13.094,17.299,47.01,96.0,48.56,85.8
synthetic-00021-03,cfg-00021,warzone,AMD Ryzen 7 5800X3D,NVIDIA GTX 1060 6GB,16,NVMe,1,1920x1080,high,off,taa,ultra,medium,156,152,61,balanced,0,0,1,0,0,0,0,0,0,74.45,55.03,40.5,13.432,18.173,47.73,96.0,48.56,85.8
synthetic-00021-04,cfg-00021,warzone,AMD Ryzen 7 5800X3D,NVIDIA GTX 1060 6GB,16,NVMe,1,1920x1080,high,off,taa,ultra,medium,156,152,61,balanced,0,0,0,1,0,0,0,0,0,75.35,56.15,41.33,13.272,17.81,47.39,96.0,48.56,85.8
synthetic-00021-05,cfg-00021,warzone,AMD Ryzen 7 5800X3D,NVIDIA GTX 1060 6GB,16,NVMe,1,1920x1080,high,off,taa,ultra,medium,156,152,61,balanced,0,0,0,0,1,0,0,0,0,82.1,68.22,50.21,12.18,14.658,44.87,96.0,48.56,85.8
synthetic-00021-06,cfg-00021,warzone,AMD Ryzen 7 5800X3D,NVIDIA GTX 1060 6GB,16,NVMe,1,1920x1080,high,off,taa,ultra,medium,156,152,61,balanced,0,0,0,0,0,1,0,0,0,77.09,59.18,43.56,12.972,16.897,46.74,96.0,48.56,85.8
synthetic-00021-07,cfg-00021,warzone,AMD Ryzen 7 5800X3D,NVIDIA GTX 1060 6GB,16,NVMe,1,1920x1080,high,off,taa,ultra,medium,156,152,61,balanced,0,0,0,0,0,0,1,0,0,79.1,63.31,46.59,12.642,15.796,45.99,96.0,48.56,85.8
synthetic-00021-08,cfg-00021,warzone,AMD Ryzen 7 5800X3D,NVIDIA GTX 1060 6GB,16,NVMe,1,1920x1080,high,off,taa,ultra,medium,156,152,61,balanced,0,0,0,0,0,0,0,1,0,77.17,59.59,43.86,12.959,16.781,46.72,96.0,48.56,85.8
synthetic-00021-09,cfg-00021,warzone,AMD Ryzen 7 5800X3D,NVIDIA GTX 1060 6GB,16,NVMe,1,1920x1080,high,off,taa,ultra,medium,156,152,61,balanced,0,0,0,0,0,0,0,0,1,77.1,59.13,43.52,12.971,16.911,46.74,96.0,48.56,85.8
synthetic-00021-10,cfg-00021,warzone,AMD Ryzen 7 5800X3D,NVIDIA GTX 1060 6GB,16,NVMe,1,1920x1080,high,off,taa,ultra,medium,156,152,61,balanced,0,1,0,1,1,0,1,0,0,86.06,77.54,57.07,11.62,12.897,43.4,96.0,48.56,85.8
synthetic-00021-11,cfg-00021,warzone,AMD Ryzen 7 5800X3D,NVIDIA GTX 1060 6GB,16,NVMe,1,1920x1080,high,off,taa,ultra,medium,156,152,61,balanced,0,0,0,1,1,0,1,1,0,86.75,79.31,58.37,11.528,12.609,43.14,96.0,48.56,85.8
synthetic-00021-12,cfg-00021,warzone,AMD Ryzen 7 5800X3D,NVIDIA GTX 1060 6GB,16,NVMe,1,1920x1080,high,off,taa,ultra,medium,156,152,61,balanced,1,1,0,0,0,1,0,0,0,78.79,62.44,45.96,12.692,16.015,46.11,96.0,48.56,85.8
synthetic-00022-00,cfg-00022,fortnite,Intel Core i5-9400F,NVIDIA GTX 1060 6GB,16,HDD,0,1920x1080,medium,on,taa,medium,ultra,165,156,64,max_fps,0,0,0,0,0,0,0,0,0,67.59,49.52,39.62,14.796,20.194,94.14,52.0,46.0,64.0
synthetic-00022-01,cfg-00022,fortnite,Intel Core i5-9400F,NVIDIA GTX 1060 6GB,16,HDD,0,1920x1080,medium,on,taa,medium,ultra,165,156,64,max_fps,1,0,0,0,0,0,0,0,0,72.52,59.08,47.26,13.789,16.928,92.1,52.0,46.0,64.0
synthetic-00022-02,cfg-00022,fortnite,Intel Core i5-9400F,NVIDIA GTX 1060 6GB,16,HDD,0,1920x1080,medium,on,taa,medium,ultra,165,156,64,max_fps,0,1,0,0,0,0,0,0,0,69.65,53.37,42.7,14.358,18.736,93.29,52.0,46.0,64.0
synthetic-00022-03,cfg-00022,fortnite,Intel Core i5-9400F,NVIDIA GTX 1060 6GB,16,HDD,0,1920x1080,medium,on,taa,medium,ultra,165,156,64,max_fps,0,0,1,0,0,0,0,0,0,67.05,48.64,38.91,14.915,20.558,94.37,52.0,46.0,64.0
synthetic-00022-04,cfg-00022,fortnite,Intel Core i5-9400F,NVIDIA GTX 1060 6GB,16,HDD,0,1920x1080,medium,on,taa,medium,ultra,165,156,64,max_fps,0,0,0,1,0,0,0,0,0,68.53,53.7,42.96,14.592,18.622,93.75,52.0,46.0,64.0
synthetic-00022-05,cfg-00022,fortnite,Intel Core i5-9400F,NVIDIA GTX 1060 6GB,16,HDD,0,1920x1080,medium,on,taa,medium,ultra,165,156,64,max_fps,0,0,0,0,1,0,0,0,0,70.42,54.26,43.41,14.2,18.429,92.97,52.0,46.0,64.0
synthetic-00022-06,cfg-00022,fortnite,Intel Core i5-9400F,NVIDIA GTX 1060 6GB,16,HDD,0,1920x1080,medium,on,taa,medium,ultra,165,156,64,max_fps,0,0,0,0,0,1,0,0,0,71.93,57.48,45.98,13.903,17.398,92.34,52.0,46.0,64.0
synthetic-00022-07,cfg-00022,fortnite,Intel Core i5-9400F,NVIDIA GTX 1060 6GB,16,HDD,0,1920x1080,medium,on,taa,medium,ultra,165,156,64,max_fps,0,0,0,0,0,0,1,0,0,68.67,51.3,41.04,14.563,19.493,93.69,52.0,46.0,64.0
synthetic-00022-08,cfg-00022,fortnite,Intel Core i5-9400F,NVIDIA GTX 1060 6GB,16,HDD,0,1920x1080,medium,on,taa,medium,ultra,165,156,64,max_fps,0,0,0,0,0,0,0,1,0,70.72,55.48,44.39,14.14,18.023,92.84,52.0,46.0,64.0
synthetic-00022-09,cfg-00022,fortnite,Intel Core i5-9400F,NVIDIA GTX 1060 6GB,16,HDD,0,1920x1080,medium,on,taa,medium,ultra,165,156,64,max_fps,0,0,0,0,0,0,0,0,1,70.56,55.04,44.03,14.172,18.168,92.91,52.0,46.0,64.0
synthetic-00022-10,cfg-00022,fortnite,Intel Core i5-9400F,NVIDIA GTX 1060 6GB,16,HDD,0,1920x1080,medium,on,taa,medium,ultra,165,156,64,max_fps,0,0,0,1,1,0,0,1,0,73.88,63.58,50.87,13.535,15.728,91.53,52.0,46.0,64.0
synthetic-00022-11,cfg-00022,fortnite,Intel Core i5-9400F,NVIDIA GTX 1060 6GB,16,HDD,0,1920x1080,medium,on,taa,medium,ultra,165,156,64,max_fps,1,0,0,0,0,0,1,0,0,73.33,60.47,48.38,13.637,16.536,91.76,52.0,46.0,64.0
synthetic-00022-12,cfg-00022,fortnite,Intel Core i5-9400F,NVIDIA GTX 1060 6GB,16,HDD,0,1920x1080,medium,on,taa,medium,ultra,165,156,64,max_fps,0,0,0,1,0,0,0,0,1,71.33,58.96,47.16,14.019,16.962,92.59,52.0,46.0,64.0
synthetic-00023-00,cfg-00023,warzone,Intel Core i5-12400F,AMD RX 6600,16,NVMe,0,1920x1080,low,on,taa,low,ultra,79,150,73,max_fps,0,0,0,0,0,0,0,0,0,112.37,81.38,65.1,8.899,12.288,96.05,52.0,44.56,64.0
synthetic-00023-01,cfg-00023,warzone,Intel Core i5-12400F,AMD RX 6600,16,NVMe,0,1920x1080,low,on,taa,low,ultra,79,150,73,max_fps,1,0,0,0,0,0,0,0,0,120.57,97.2,77.76,8.294,10.289,94.0,52.0,44.56,64.0
synthetic-00023-02,cfg-00023,warzone,Intel Core i5-12400F,AMD RX 6600,16,NVMe,0,1920x1080,low,on,taa,low,ultra,79,150,73,max_fps,0,1,0,0,0,0,0,0,0,116.1,88.48,70.78,8.614,11.302,95.12,52.0,44.56,64.0
synthetic-00023-03,cfg-00023,warzone,Intel Core i5-12400F,AMD RX 6600,16,NVMe,0,1920x1080,low,on,taa,low,ultra,79,150,73,max_fps,0,0,1,0,0,0,0,0,0,114.84,85.44,68.36,8.708,11.704,95.43,52.0,44.56,64.0
synthetic-00023-04,cfg-00023,warzone,Intel Core i5-12400F,AMD RX 6600,16,NVMe,0,1920x1080,low,on,taa,low,ultra,79,150,73,max_fps,0,0,0,1,0,0,0,0,0,113.94,88.55,70.84,8.777,11.293,95.66,52.0,44.56,64.0
synthetic-00023-05,cfg-00023,warzone,Intel Core i5-12400F,AMD RX 6600,16,NVMe,0,1920x1080,low,on,taa,low,ultra,79,150,73,max_fps,0,0,0,0,1,0,0,0,0,117.09,89.22,71.38,8.541,11.208,94.87,52.0,44.56,64.0
synthetic-00023-06,cfg-00023,warzone,Intel Core i5-12400F,AMD RX 6600,16,NVMe,0,1920x1080,low,on,taa,low,ultra,79,150,73,max_fps,0,0,0,0,0,1,0,0,0,119.94,95.49,76.4,8.337,10.472,94.16,52.0,44.56,64.0
synthetic-00023-07,cfg-00023,warzone,Intel Core i5-12400F,AMD RX 6600,16,NVMe,0,1920x1080,low,on,taa,low,ultra,79,150,73,max_fps,0,0,0,0,0,0,1,0,0,114.17,84.33,67.46,8.759,11.859,95.6,52.0,44.56,64.0
synthetic-00023-08,cfg-00023,warzone,Intel Core i5-12400F,AMD RX 6600,16,NVMe,0,1920x1080,low,on,taa,low,ultra,79,150,73,max_fps,0,0,0,0,0,0,0,1,0,117.78,91.75,73.4,8.49,10.899,94.7,52.0,44.56,64.0
synthetic-00023-09,cfg-00023,warzone,Intel Core i5-12400F,AMD RX 6600,16,NVMe,0,1920x1080,low,on,taa,low,ultra,79,150,73,max_fps,0,0,0,0,0,0,0,0,1,116.23,88.94,71.15,8.604,11.244,95.09,52.0,44.56,64.0
synthetic-00023-10,cfg-00023,warzone,Intel Core i5-12400F,AMD RX 6600,16,NVMe,0,1920x1080,low,on,taa,low,ultra,79,150,73,max_fps,0,0,1,0,0,0,0,0,1,118.41,92.63,74.11,8.445,10.795,94.54,52.0,44.56,64.0
synthetic-00023-11,cfg-00023,warzone,Intel Core i5-12400F,AMD RX 6600,16,NVMe,0,1920x1080,low,on,taa,low,ultra,79,150,73,max_fps,1,1,0,0,0,1,0,0,0,130.12,116.94,93.55,7.685,8.551,91.62,52.0,44.56,64.0
synthetic-00023-12,cfg-00023,warzone,Intel Core i5-12400F,AMD RX 6600,16,NVMe,0,1920x1080,low,on,taa,low,ultra,79,150,73,max_fps,1,0,1,0,0,0,0,1,1,129.62,116.01,92.81,7.715,8.62,91.75,52.0,44.56,64.0
synthetic-00024-00,cfg-00024,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4060,24,NVMe,0,1280x720,medium,off,taa,medium,high,81,164,60,max_fps,0,0,0,0,0,0,0,0,0,124.58,91.75,73.4,8.027,10.899,93.29,50.88,46.0,64.0
synthetic-00024-01,cfg-00024,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4060,24,NVMe,0,1280x720,medium,off,taa,medium,high,81,164,60,max_fps,1,0,0,0,0,0,0,0,0,133.67,109.39,87.52,7.481,9.141,91.25,50.88,46.0,64.0
synthetic-00024-02,cfg-00024,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4060,24,NVMe,0,1280x720,medium,off,taa,medium,high,81,164,60,max_fps,0,1,0,0,0,0,0,0,0,128.24,98.51,78.81,7.798,10.151,92.47,50.88,46.0,64.0
synthetic-00024-03,cfg-00024,warzone,AMD Ryzen 5 5600X,NVIDIA RTX 4060,24,NVMe,0,1280x720,medium,off,taa,medium,high,81,164,60,max_fps,0,0,1,0,0,0,0,0,0,127.32,96.29,77.03,7.854,10.386,92.68,50.88,46.0,64.0
